id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
5BkCDt5w0WOGgBgDC7T39i,0.000482,0.503,0.904,0.0,0.132,-3.895,0,0.048,165.099,0.384
7rEYthEc62GNHcmZPDpDFf,6.83e-05,0.498,0.936,0.0252,0.0695,-3.141,1,0.0632,136.912,0.378
4ICuzGz5Wty0VfE23W1DsD,0.00247,0.487,0.99,5.37e-06,0.321,0.184,1,0.106,149.955,0.506
62EeAcrnNziLrUyxsjuqE2,0.00233,0.594,0.912,0.0,0.15,-5.311,1,0.044,136.914,0.691
0txi52O06fHPNHNrmFeR0T,9.1e-05,0.303,0.966,0.0,0.112,-4.305,0,0.119,155.694,0.331
7j2Bmzpnf6RwEWEQ2sv8Ho,0.000347,0.445,0.977,0.0235,0.126,-2.674,1,0.0995,105.825,0.239
3LrBpLjDs4a1Vhh8q2P3F7,8.2e-05,0.306,0.709,0.00452,0.101,-3.593,1,0.0375,154.146,0.0436
6Jj1Bb2s0gAOhH4yCGjDvh,0.552,0.475,0.477,0.00729,0.133,-7.527,0,0.0266,129.006,0.227
36X2aY9u5BBTisjU5M5omG,0.00317,0.352,0.786,0.0,0.597,-4.721,0,0.047,174.744,0.401
6ATfHxDPIuzSAmvBMjxwJM,0.0199,0.502,0.977,9.5e-05,0.169,-3.266,1,0.134,99.963,0.343
1LfSbPH1QCPxce41b9mmYF,0.00151,0.465,0.682,6.47e-05,0.175,-4.046,1,0.073,145.32,0.412
39iyPZTQEy2VKXkT6FfnhA,0.00216,0.474,0.994,0.126,0.314,-1.884,1,0.103,171.433,0.847
4U0p10TUdRyhQ06ZqGAtxx,0.0138,0.512,0.943,0.0,0.261,-5.185,0,0.106,163.128,0.485
1fnULsZuORnAgCFFbM8nTZ,0.00919,0.486,0.94,0.0,0.0777,-4.237,0,0.0605,79.727,0.42
1jzDzZWeSDBg5fhNc3tczV,7.85e-05,0.429,0.631,0.00411,0.175,-11.514,0,0.0769,162.734,0.376
5moTxUGPZXgGmosl4rIELm,0.0556,0.359,0.949,0.000396,0.236,-7.649,1,0.101,134.118,0.212
3GfOAdcoc3X5GPiiXmpBjK,0.00188,0.658,0.709,0.00447,0.0657,-6.736,1,0.0904,129.701,0.855
2ydUT1pFhuLDnouelIv4WH,0.000324,0.409,0.959,0.0,0.0766,-4.563,1,0.0869,193.144,0.83
4KcH1ZRV2W1q7Flq0QqC76,0.000269,0.385,0.783,0.47,0.108,-2.533,1,0.233,176.701,0.902
4BP3uh0hFLFRb5cjsgLqDh,0.201,0.64,0.663,0.00806,0.152,-7.516,1,0.0374,132.77,0.663
2Cdvbe2G4hZsnhNMKyGrie,0.326,0.535,0.716,0.0,0.659,-5.025,1,0.0431,94.379,0.901
4mn2kNTqiGLwaUR8JdhJ1l,0.000334,0.316,0.484,0.00445,0.0912,-9.11,0,0.0308,117.363,0.299
6HSXNV0b4M4cLJ7ljgVVeh,0.251,0.513,0.396,0.177,0.11,-13.061,1,0.0299,140.208,0.229
0THbsvMRmCHpFT3YLX301c,0.872,0.658,0.296,0.0,0.114,-10.584,1,0.0293,103.975,0.311
5IvKtrcNWBkvyW2yXZ2Y40,0.00234,0.49,0.938,2.17e-05,0.186,-3.916,1,0.129,196.143,0.437
6nJPHXRpKYv2yqtalEjKy5,1.85e-05,0.498,0.905,0.765,0.383,-5.721,0,0.0521,123.338,0.584
7vsrJpe9jvldbvxzIEYCui,0.000309,0.561,0.925,0.0241,0.186,-4.131,1,0.0441,120.085,0.451
5zZgoYzUjsLINdPEt7VoWO,5.65e-05,0.436,0.989,0.0,0.303,-3.079,0,0.156,173.135,0.423
66OAAgbg7SmKJHxZoaSe34,0.0046,0.483,0.996,0.0,0.132,-3.572,1,0.213,124.984,0.103
577mOFb1LAvSANIUZ4mbQ7,0.0016,0.51,0.944,0.000109,0.0686,-2.174,1,0.0768,140.043,0.44
6Nm8h73ycDG2saCnZV8poF,8.75e-05,0.59,0.963,0.000105,0.0781,-6.489,0,0.0676,125.033,0.586
1ENLIbxO4Uma773neTHxbp,0.00502,0.39,0.642,0.565,0.296,-5.266,1,0.0326,92.397,0.132
2aIB1CdRRG7YLBu9hNw9nR,0.000779,0.621,0.834,0.456,0.0611,-10.068,0,0.0557,143.973,0.937
7cpCYJ7oiUMhgalxSZmNdf,0.00161,0.45,0.879,0.0,0.257,-3.489,0,0.0456,95.043,0.704
7js2TSkQLuRWBIQ4HSTAv2,0.000598,0.538,0.96,0.000836,0.0893,-3.493,1,0.0534,99.11,0.495
5cxp9kjCFyJwzv3lzeX7ku,0.000233,0.463,0.962,0.109,0.0906,-6.43,1,0.0704,94.003,0.66
2hVKFfp7Rmr2XPK31jFCrX,0.000385,0.458,0.949,0.0,0.306,-3.243,1,0.115,164.073,0.518
2HwlvOkwACOGFySnp16b9l,0.0201,0.625,0.813,0.0,0.146,-4.184,0,0.0428,122.017,0.733
6pfdW2NouUI3ZnugM7r0G0,0.000136,0.469,0.985,0.00026,0.212,-3.78,0,0.0969,130.058,0.0368
3Mcwsu32FZ2EbBlK7R7ICT,7.27e-06,0.484,0.995,0.00198,0.208,-3.892,0,0.238,150.04,0.0436
22VW5d6k6HT0SQ8MUEXuDz,0.000619,0.31,0.991,0.0,0.11,-2.927,0,0.488,76.372,0.187
6bn0dJDfXZVZkB85uIN6z6,6.81e-06,0.452,0.996,1.99e-06,0.22,-2.342,1,0.114,152.01,0.168
2tbMiz9p19QbSJlbHiMs2y,8.96e-06,0.492,0.987,0.0,0.231,-3.398,1,0.122,103.98,0.354
3NtYWRQ48b9IeuS9EIo74X,7.39e-06,0.259,0.996,0.000319,0.344,-3.909,1,0.128,142.03,0.359
6GqqGv8frU7kqzXkm2rewI,0.00839,0.664,0.828,0.0,0.294,-6.053,1,0.0404,103.985,0.82
2nBJkaHBZkWtN98CNRf4yO,0.00721,0.48,0.932,0.0,0.337,-4.592,0,0.0833,149.995,0.544
163Kb2pSLLduhfbO6Zn0sL,0.00191,0.476,0.991,0.0,0.121,-2.855,0,0.15,82.997,0.202
4iLRzDTNc3NbTyQ0w5cAOd,0.000328,0.444,0.972,0.000192,0.356,-4.056,0,0.0778,91.382,0.123
1fTNpl2mxqHVlLqRNbyDhR,7.35e-05,0.241,0.97,0.0,0.904,-4.246,0,0.104,159.93,0.621
20QWdlQQvfBV0kwTEoUPSP,4.63e-05,0.521,0.891,0.0278,0.141,-4.68,1,0.052,107.001,0.453
0M3adYbGtyRHACP86dey1H,0.000455,0.426,0.888,0.0,0.306,-3.72,0,0.0987,144.111,0.387
3mcG2NI5G5vhrQtRda1YnA,0.0424,0.629,0.897,0.0,0.263,-3.401,1,0.0483,161.944,0.93
57yI1u6t6cFXbjgjQcRHug,8.3e-05,0.496,0.955,9.64e-05,0.0549,-3.607,0,0.196,122.956,0.143
2hSV5IftKdBXcraOidxMtm,0.00787,0.625,0.928,0.0,0.426,-5.293,1,0.0614,130.151,0.94
1zkdINXJTDhqKaFL0kjIT8,1.79e-05,0.481,0.932,0.0,0.295,-4.344,1,0.0434,114.628,0.416
17jdKDfbnmlf2ZJ1AnF2E6,4.15e-06,0.34,0.963,0.00157,0.117,-3.889,0,0.103,185.928,0.432
5pKCDm2fw4k6D6C5Rk646C,0.000705,0.214,0.931,3.09e-06,0.0797,-3.347,0,0.143,162.115,0.233
0EdYGWGB9PfKIm5MU0Mk6x,0.0247,0.518,0.838,0.0,0.349,-5.4,0,0.0999,160.017,0.688
2ZqTtndqAZDRAWw2vgZwQK,0.0617,0.467,0.848,0.0,0.29,-3.063,0,0.0716,170.038,0.674
3CXMsoCv6gYlcRLBz7WkNO,0.0207,0.49,0.872,0.0,0.796,-4.577,1,0.057,159.108,0.599
4fwOJjucGyAIIAMgl5heL1,0.000581,0.574,0.857,2.81e-06,0.0716,-3.699,1,0.0779,138.144,0.54
0ZfEeIu7CNHQhbCTiVv3cx,0.00246,0.396,0.778,0.00291,0.0952,-3.99,0,0.0718,166.846,0.362
2dl3ggnDYIs9vlLLFm68xc,0.0037,0.415,0.533,0.000732,0.176,-8.445,1,0.0308,138.929,0.126
4DEYwr2SLpvj6plN2ngIfB,8.12e-05,0.513,0.921,0.0421,0.205,-6.369,0,0.0563,91.899,0.414
297lTBnCfkMyqzCfDCpqn6,0.00162,0.469,0.991,1.43e-06,0.0826,-1.275,1,0.0475,139.765,0.46
2fYC3xAyQgnpJCCYl1TH7y,0.0012,0.277,0.91,0.000716,0.342,-5.723,1,0.117,118.375,0.112
77CCfbJgFZvKYpL2GY6XN9,0.000316,0.567,0.925,0.0235,0.186,-4.131,1,0.0446,120.057,0.457
1m2kn7VbKCD7jKaDq975SQ,0.00055,0.338,0.98,0.0,0.363,-4.156,0,0.292,158.042,0.309
7vBwenmGPD2h0DSbljoZym,0.0121,0.537,0.884,1.71e-06,0.113,-4.088,0,0.0428,97.024,0.397
1z3LsJRCvln5qO5TOLduQM,0.000248,0.378,0.986,0.0,0.0833,-2.769,1,0.0832,94.458,0.492
3lUwCryVobacobYrN5f2Je,1.76e-05,0.44,0.834,0.000131,0.284,-6.655,1,0.0412,112.932,0.356
4fiOTntQKr24p07FvQDHZE,0.000405,0.227,0.995,0.393,0.127,-4.361,0,0.173,87.499,0.0363
40HTEhgZFvo6Ciibf48C6N,2.24e-06,0.449,0.848,0.0,0.108,-5.174,0,0.0484,159.991,0.556
74KI6d8jEM2zwOAo3luayU,0.00236,0.48,0.795,0.0,0.189,-6.408,0,0.0421,114.674,0.432
28w4yrAV2TdWhMeVPjsfXg,0.000234,0.423,0.868,0.0,0.109,-4.185,0,0.0616,110.087,0.307
7zAt4tdL44D3VuzsvM0N8n,0.000429,0.487,0.949,2.91e-05,0.231,-4.217,0,0.0798,110.02,0.406
7EZC6E7UjZe63f1jRmkWxt,0.0158,0.309,0.649,0.00591,0.367,-8.994,1,0.035,166.915,0.312
0gEyKnHvgkrkBM6fbeHdwK,0.0783,0.439,0.434,5.18e-05,0.14,-14.918,1,0.0265,94.843,0.204
3J58Ccc5iTbCRnYx2xjo6d,0.089,0.61,0.85,0.0,0.256,-5.411,0,0.0307,132.174,0.604
2Qdnk7tbc4onLOIPd1eSNE,0.522,0.451,0.525,2.43e-06,0.254,-6.889,1,0.0271,187.527,0.371
5kcsc92tGAjS0uvhDY3Mok,0.0472,0.366,0.443,1.44e-06,0.344,-10.11,1,0.0235,93.951,0.149
4JGKZS7h4Qa16gOU3oNETV,0.0031,0.551,0.645,0.00376,0.421,-13.093,1,0.0354,128.665,0.508
1qylvO4iCIZZcqc4TqSjTZ,0.00414,0.469,0.427,3.77e-05,0.128,-7.954,0,0.0241,84.053,0.0821
0f0k0OJ9VbaLHX4J1t2qUy,0.257,0.545,0.797,3.86e-06,0.0884,-5.315,1,0.0252,100.464,0.852
1ayRJ4dlr48VJ3FK6uPq2i,0.000553,0.341,0.977,1.41e-05,0.317,-4.525,1,0.0861,169.082,0.889
4zEvxRDaKDoFlHxK7Hy0wg,0.0614,0.329,0.565,1.97e-05,0.126,-13.103,1,0.0335,108.859,0.167
4oGuHZ966kmCmt3DRVxjXw,0.000384,0.417,0.535,0.000154,0.125,-8.619,1,0.0264,92.069,0.0774
15Trb1S2FDZSMLDzWfnlbg,0.0628,0.501,0.864,0.0,0.169,-3.231,0,0.0502,130.061,0.247
3EXrtClWmgsM7dw75Mw2M1,0.351,0.454,0.524,4.32e-05,0.0691,-7.128,1,0.0267,186.762,0.348
3mayeyaPg5DQGBa78LJM59,0.343,0.654,0.243,0.000148,0.142,-15.379,1,0.0253,97.062,0.675
4X0YxjnkSXCeVcYOkkAsyH,0.0778,0.469,0.752,1.66e-05,0.122,-10.429,1,0.0314,130.715,0.708
0VuhdSYkAOmhASbt5vnkdO,0.00106,0.466,0.943,3.71e-05,0.0928,-3.898,1,0.0436,138.532,0.677
6jEcFhllWB0clBHFylomJZ,0.248,0.496,0.749,0.0,0.218,-7.042,0,0.0278,96.15,0.663
7EJvwHjf9NKCmYBBGOuwQS,0.264,0.428,0.436,4.16e-05,0.11,-11.754,0,0.0313,117.643,0.16
3ZTO8o61SH2xmdVACrGaUk,0.00944,0.58,0.343,0.525,0.0964,-14.811,0,0.0325,119.907,0.0877
42e1QfTyPYWuoddr0ghc0i,0.00651,0.372,0.763,4.44e-06,0.0839,-5.692,1,0.033,117.581,0.353
5iJ3ZTfEXjqxIU1BrgKhEe,0.0326,0.518,0.855,0.0,0.265,-3.678,1,0.0359,104.214,0.508
6E0FVyivgSyE7C9Z5HMOrX,0.159,0.341,0.237,0.00011,0.102,-14.973,0,0.0284,168.774,0.0429
4UTl2IO4zwZkU4KXbShgUg,0.145,0.315,0.219,0.000168,0.084,-16.187,1,0.033,120.64,0.431
155I1ffphVdq7fCeMH597u,0.618,0.497,0.435,0.0,0.126,-8.376,0,0.0309,125.965,0.178
4LdpVdSxtwWQRe7OYnGM66,0.32,0.523,0.438,0.0131,0.136,-11.05,1,0.0243,97.025,0.279
1faolBLC36cigtao56kZHM,0.0568,0.252,0.592,0.000285,0.14,-7.778,0,0.0314,170.094,0.229
4qeRLhbW4CszknXMSUYrS4,0.00367,0.325,0.701,8.43e-06,0.095,-9.437,0,0.0367,101.629,0.232
564wPZmSYxRlTpqZschULJ,0.0307,0.312,0.513,0.0,0.311,-5.922,1,0.0249,92.943,0.243
6FdVdYNgEbbWbtIyQh8fPL,0.0166,0.53,0.884,0.322,0.0769,-2.764,0,0.0296,132.031,0.437
1ASMqs9x07lQPj4iMz46O3,0.00779,0.633,0.634,0.00167,0.169,-9.329,0,0.0298,113.889,0.736
4jMEymCdvlhqCYZdzLO0JM,0.0028,0.567,0.712,0.00106,0.131,-4.78,1,0.0352,120.013,0.307
2TK3tO5QKbs4Tsd2pNqr2x,0.001,0.437,0.785,6.07e-05,0.104,-4.139,0,0.053,183.837,0.485
6nk3R7cleqa2VFElieypE7,0.125,0.177,0.525,4.56e-05,0.205,-8.08,1,0.0358,61.748,0.207
3HWlJu9sa7viLF72eMnrlP,0.00251,0.161,0.471,0.000582,0.0896,-9.898,0,0.0304,93.617,0.0941
5uF13htfgQxdBpNtpaqUBT,0.18,0.436,0.877,0.0,0.308,-5.863,0,0.0994,140.085,0.589
58brvcrp3VivwIxRR8gT6Y,0.000199,0.529,0.845,0.174,0.227,-5.432,0,0.0294,109.093,0.571
4yBrhS2AkAdBxsE40IRBXG,0.0818,0.648,0.394,0.00489,0.167,-9.908,0,0.0262,67.586,0.609
2uFBqk6flKDuXiaWt0vV68,0.000472,0.413,0.826,4.41e-05,0.325,-5.598,1,0.037,147.828,0.413
7ca964FFFS8MGHU8jtoEXD,0.446,0.464,0.636,0.00324,0.148,-7.896,0,0.0253,83.003,0.264
5uMHnkSFTkYV764nfjoGKM,0.00166,0.588,0.65,1.09e-06,0.199,-4.593,1,0.0257,117.999,0.183
2JGBWLN1e3FXTQfIZRkIeH,0.0653,0.46,0.655,0.0,0.0779,-6.906,0,0.0293,124.884,0.28
5wIKQRf5BreHJPGZaYCEVC,0.000288,0.493,0.855,1.24e-05,0.249,-3.875,1,0.0305,109.038,0.451
7rExM1JfHUgEyIPLot5CZL,0.285,0.194,0.444,0.000215,0.145,-10.596,0,0.0308,54.029,0.215
6ZoJ8bgGyCuGQ8shhKGkeg,0.0315,0.473,0.598,0.00779,0.125,-5.101,0,0.0268,93.022,0.0565
5kW5UhBv3G2Hn379Z3t05i,0.000907,0.586,0.504,0.679,0.154,-7.538,1,0.0267,120.058,0.324
2ZlWxTsv7PE6jGmEYB7s2E,0.122,0.434,0.535,0.0023,0.0894,-7.312,0,0.0243,80.014,0.22
28qrUAjWlrWNVhixwnPpx6,0.22,0.436,0.408,0.559,0.0873,-11.614,0,0.0257,160.054,0.217
6z11fdXJnPit4DEhdFHBOm,0.163,0.525,0.583,0.049,0.109,-6.891,1,0.0232,92.734,0.546
5gnDz7FESyCkHpz0V1li86,0.307,0.338,0.419,8.64e-05,0.289,-8.202,1,0.0288,81.236,0.0819
0plVZehNMkJCsQJxXjQGaf,0.258,0.399,0.505,0.000442,0.108,-7.291,1,0.0275,85.091,0.245
0ofHAoxe9vBkTCp2UQIavz,0.0644,0.828,0.492,0.00428,0.128,-9.744,1,0.0276,120.151,0.789
1bp2IO61zbQrbWNmKKxg3f,0.365,0.596,0.448,5.3e-06,0.206,-9.616,1,0.0396,83.293,0.796
5Th6EdNVhxp0TPX41ZLZk6,0.0118,0.45,0.877,4.95e-05,0.0699,-6.403,1,0.0532,162.477,0.896
1xsYj84j7hUDDnTTerGWlH,0.397,0.392,0.476,0.000163,0.309,-7.583,1,0.0249,78.031,0.234
6qLEOZvf5gI7kWE63JE7p3,0.000273,0.215,0.927,0.00661,0.126,-7.327,1,0.0452,170.814,0.49
0RO9W1xJoUEpq5MEelddFb,0.58,0.338,0.34,0.0032,0.116,-12.049,0,0.0339,82.433,0.197
1i6N76fftMZhijOzFQ5ZtL,0.0708,0.721,0.521,0.00545,0.127,-8.123,1,0.0613,123.118,0.942
2LawezPeJhN4AWuSB0GtAU,0.0664,0.741,0.697,2.28e-05,0.133,-7.028,1,0.0277,116.109,0.774
1gzIbdFnGJ226LTl0Cn2SX,0.0134,0.673,0.814,0.00293,0.343,-5.411,1,0.0367,147.193,0.728
37Tmv4NnfQeb0ZgUC4fOJj,0.0614,0.733,0.794,0.0367,0.33,-10.023,1,0.0307,148.174,0.931
6pPWRBubXOBAHnjl5ZIujB,0.108,0.662,0.737,0.0191,0.119,-9.54,1,0.0296,103.867,0.744
2iW5uc25ziGLlNMqdhFJad,0.334,0.481,0.906,0.603,0.043,-3.705,1,0.0349,127.955,0.364
4KfSdst7rW39C0sfhArdrz,0.015,0.548,0.691,0.106,0.144,-13.553,0,0.0369,137.145,0.667
2EC9IJj7g0mN1Q5VrZkiYY,0.209,0.635,0.686,0.0176,0.282,-15.648,1,0.053,125.988,0.464
0PdM2a6oIjqepoEfcJo0RO,0.00211,0.267,0.953,0.0,0.283,-4.899,0,0.096,84.989,0.568
6hTcuIQa0sxrrByu9wTD7s,0.00501,0.27,0.944,2.05e-05,0.116,-4.199,1,0.0975,146.347,0.606
6vZZtivPrtpggT5SSXsYTy,0.355,0.678,0.631,0.000268,0.376,-8.624,1,0.0301,102.378,0.463
549Go7a66CX6k523uK9kUv,0.0302,0.599,0.931,6.69e-05,0.392,-4.653,1,0.0735,140.123,0.536
7Fg4jpwpkdkGCvq1rrXnvx,0.153,0.479,0.309,0.22,0.134,-14.751,0,0.0299,127.155,0.182
4OTw5splgMdlYklwHMHxLK,0.411,0.757,0.868,0.00221,0.355,-9.326,1,0.062,138.923,0.815
5AoZknxgY6F25gAcVahO41,0.48,0.668,0.447,2.89e-06,0.153,-11.124,1,0.0312,81.415,0.588
3qiyyUfYe7CRYLucrPmulD,0.313,0.489,0.724,0.185,0.287,-8.367,1,0.0352,117.292,0.15
0QeI79sp1vS8L3JgpEO7mD,0.0192,0.309,0.93,0.0022,0.106,-6.399,1,0.125,195.815,0.376
7Gx2q0ueNwvDp2BOZYGCMO,0.0194,0.47,0.505,0.00104,0.206,-11.966,0,0.171,124.065,0.767
0vOkmmJEtjuFZDzrQSFzEE,0.117,0.741,0.58,3.61e-05,0.212,-9.05,1,0.0304,127.402,0.944
3dmqIB2Qxe2XZobw9gXxJ6,0.0276,0.464,0.654,1.34e-06,0.328,-9.058,0,0.0608,169.512,0.53
39shmbIHICJ2Wxnk1fPSdz,0.0804,0.743,0.836,0.0,0.384,-6.465,1,0.116,113.375,0.82
0LoQuiekvzqx7n8flgEKzF,0.176,0.728,0.878,0.856,0.61,-6.926,0,0.0564,126.59,0.911
6ORqU0bHbVCRjXm9AjyHyZ,0.183,0.475,0.432,0.0,0.161,-7.844,1,0.0302,94.605,0.648
0nFKHCf1Ibij8m370l2KlZ,0.0731,0.631,0.689,0.000357,0.102,-8.358,1,0.0284,107.667,0.645
5e9TFTbltYBg2xThimr0rU,0.009,0.545,0.67,0.000822,0.0451,-8.81,1,0.0496,151.553,0.481
5EWPGh7jbTNO2wakv8LjUI,0.0742,0.249,0.834,9.69e-05,0.0924,-8.21,1,0.0574,118.222,0.337
7ACxUo21jtTHzy7ZEV56vU,0.408,0.454,0.913,0.000271,0.248,-4.008,1,0.107,137.688,0.521
7rPzEczIS574IgPaiPieS3,0.0704,0.693,0.353,0.00113,0.503,-17.852,1,0.0414,104.143,0.75
6H3kDe7CGoWYBabAeVWGiD,0.447,0.634,0.63,0.039,0.17,-8.277,0,0.031,118.628,0.489
3gdewACMIVMEWVbyb8O9sY,0.433,0.601,0.532,5.95e-06,0.0925,-9.119,1,0.0286,136.576,0.342
0K6yUnIKNsFtfIpTgGtcHm,0.00197,0.581,0.854,0.0013,0.111,-8.485,0,0.0428,131.18,0.788
4vO9dmzNRqDhFY3jD1a3P7,0.0987,0.581,0.624,0.0,0.0411,-8.346,1,0.0777,139.714,0.637
1gcESexgftSuLuML57Y69q,0.221,0.787,0.472,0.000336,0.153,-12.824,1,0.0832,120.059,0.824
0dOg1ySSI7NkpAe89Zo0b9,0.000373,0.398,0.952,7.75e-05,0.1,-6.042,1,0.061,122.093,0.584
1HOMkjp0nHMaTnfAkslCQj,0.0589,0.586,0.7,0.00125,0.0318,-9.558,1,0.0363,147.245,0.897
1JSTJqkT5qHq8MDJnJbRE1,0.543,0.82,0.452,0.00294,0.0714,-9.796,1,0.0348,117.401,0.74
5EOoMWIB9iK4ZpcSex9Ec7,0.206,0.714,0.937,0.0,0.0731,-2.947,1,0.0399,124.13,0.964
4cMHCRLPNoEbpnl2rz6GS9,0.116,0.598,0.901,0.0401,0.178,-6.081,1,0.0359,153.24,0.814
2K2M0TcglCRLLpFOzKeFZA,0.385,0.683,0.594,8.61e-05,0.121,-8.289,1,0.0347,115.099,0.734
7Jh1bpe76CNTCgdgAdBw4Z,0.000678,0.489,0.758,0.49,0.092,-6.491,1,0.0297,112.113,0.435
6gXrEUzibufX9xYPk3HD5p,0.0966,0.667,0.755,6.94e-05,0.0523,-7.246,1,0.069,109.535,0.883
1GqlvSEtMx5xbGptxOTTyk,0.00101,0.419,0.677,9.99e-05,0.211,-6.183,1,0.0343,127.678,0.684
2kkvB3RNRzwjFdGhaUA0tz,0.577,0.404,0.902,0.297,0.287,-3.88,1,0.0665,115.669,0.497
4pbG9SUmWIvsROVLF0zF9s,0.386,0.49,0.715,0.0,0.311,-5.549,1,0.0476,130.726,0.866
7e89621JPkKaeDSTQ3avtg,0.181,0.596,0.606,0.000327,0.0863,-12.145,1,0.0255,97.785,0.886
07GvNcU1WdyZJq3XxP0kZa,0.0185,0.583,0.947,0.00109,0.0679,-5.12,1,0.0378,135.448,0.803
43DeSV93pJPT4lCZaWZ6b1,0.234,0.445,0.706,0.000252,0.205,-9.803,1,0.0461,80.823,0.768
0cJPLFrlV7TTCyPLupHzcH,0.301,0.686,0.92,0.27,0.0807,-6.231,1,0.0566,135.027,0.225
0TI8TP4FitVPoEHPTySx48,0.00367,0.332,0.769,0.00413,0.0372,-11.503,1,0.0765,157.378,0.525
29SyMC0plk6qw8NMF7lfRL,0.333,0.575,0.948,0.0,0.0656,-6.173,1,0.0945,137.408,0.948
3qLZ866ZfaK0B0R5FIqXLG,4.76e-06,0.55,0.765,0.873,0.132,-8.684,1,0.0287,139.46,0.419
3RZMzCvYsmJ0u2ioKTOsmJ,0.363,0.562,0.779,0.0292,0.066,-6.705,1,0.0592,119.602,0.967
2fICdpdRotwfmGYzvs8Ngf,0.00484,0.402,0.873,7.3e-05,0.157,-3.209,0,0.0586,125.443,0.684
669cOBjpY4Y5O98Nmk6139,0.00757,0.524,0.953,5.02e-06,0.771,-7.097,1,0.0416,133.828,0.869
4nXkbcTj3nyww1cHkw5RAP,0.0916,0.575,0.912,0.00211,0.0562,-7.275,0,0.0393,117.399,0.843
5LNiqEqpDc8TuqPy79kDBu,0.327,0.591,0.804,5.98e-06,0.0818,-7.299,1,0.0454,111.457,0.658
3QZ7uX97s82HFYSmQUAN1D,0.00145,0.536,0.901,0.0186,0.06,-7.211,1,0.0374,87.559,0.666
5QTxFnGygVM4jFQiBovmRo,0.0029,0.333,0.927,0.000208,0.297,-8.55,0,0.0733,141.466,0.385
73TxYZd0lBCVRrHawrAglA,0.00298,0.379,0.76,0.0296,0.104,-10.961,1,0.0378,99.436,0.491
4gvea7UlDkAvsJBPZAd4oB,0.501,0.516,0.549,0.00572,0.184,-13.741,1,0.0373,176.941,0.907
51H2y6YrNNXcy3dfc3qSbA,0.0102,0.729,0.989,4.45e-05,0.443,-4.613,0,0.049,126.47,0.84
20OFwXhEXf12DzwXmaV7fj,0.0586,0.508,0.774,4.87e-06,0.063,-5.973,1,0.0321,178.946,0.942
3h04eZTnmFLRMjZajbrp2R,0.0419,0.795,0.63,0.573,0.0894,-7.217,0,0.084,108.701,0.785
4c4jJJoaiY21t2TyRZgdWS,0.142,0.64,0.651,0.28,0.0341,-14.981,0,0.0517,111.676,0.801
1hHGUdFaiJHw9hVZGJWYO2,0.209,0.585,0.532,0.00797,0.227,-9.673,1,0.0268,94.461,0.68
5tVA6TkbaAH9QMITTQRrNv,0.212,0.623,0.449,0.0,0.0613,-13.333,1,0.0253,84.383,0.573
0cKk8BKEi7zXbdrYdyqBP5,0.213,0.394,0.622,4.45e-05,0.0892,-8.258,0,0.0336,126.844,0.342
6Nd6ntkzr4t8o1FKPGOSMt,0.0117,0.292,0.823,7.79e-05,0.155,-6.763,1,0.0407,89.939,0.244
1HzDhHApjdjXPLHF6GGYhu,0.718,0.499,0.318,0.00101,0.379,-13.776,1,0.0485,121.498,0.282
0Puj4YlTm6xNzDDADXHMI9,0.032,0.324,0.938,0.0321,0.0961,-7.332,0,0.102,168.131,0.543
2HXixVqzzm9rEUIMAWzshl,0.0847,0.611,0.882,1.08e-06,0.192,-11.225,1,0.0538,117.932,0.605
3KPwt1LBpt1jVSHz8GXERo,0.326,0.543,0.529,0.00269,0.709,-9.717,1,0.0301,85.126,0.746
6imjJij6aCM0IbbODUzJQn,0.00111,0.465,0.977,0.00298,0.201,-3.839,0,0.175,89.535,0.233
4alHo6RGd0D3OUbTPExTHN,0.0152,0.62,0.579,6.4e-05,0.0858,-9.307,1,0.0473,127.215,0.691
1QEEqeFIZktqIpPI4jSVSF,0.00088,0.377,0.681,0.0023,0.0504,-8.039,1,0.0298,108.789,0.285
2PzU4IB8Dr6mxV3lHuaG34,0.0383,0.723,0.863,0.0317,0.128,-7.89,1,0.0338,136.302,0.931
78JmElAFmrPNhLjovDR9Jm,0.259,0.551,0.861,4.71e-06,0.0545,-7.839,1,0.0797,136.918,0.724
1fDsrQ23eTAVFElUMaf38X,0.7,0.529,0.482,0.0,0.0842,-11.709,0,0.0599,138.453,0.492
4YMQXzscifAREG0a7KNGhB,0.676,0.489,0.349,0.0789,0.0866,-14.295,0,0.0323,124.348,0.622
0emHuukZSuaOzOlsAWHj2W,0.0424,0.538,0.841,0.00177,0.312,-7.547,1,0.0375,93.077,0.881
18AXbzPzBS8Y3AkgSxzJPb,0.551,0.446,0.239,4.1e-06,0.0697,-13.945,1,0.0316,189.507,0.298
7b4yGtR0rujvLi5EBfKKJ2,0.101,0.608,0.768,1.41e-06,0.0942,-9.911,1,0.0364,132.699,0.748
5FqYA8KfiwsQvyBI4IamnY,0.171,0.572,0.835,0.000377,0.0702,-6.219,1,0.0317,129.981,0.795
1pXgBjIvALm97lDhroan2E,0.128,0.588,0.559,0.0,0.0977,-4.849,0,0.0272,123.845,0.278
5p3JunprHCxClJjOmcLV8G,0.683,0.575,0.318,0.000202,0.0934,-16.729,1,0.109,104.522,0.385
5e3YOg6fIkP0wD5TyxcHOH,0.00164,0.504,0.918,2.12e-05,0.78,-3.463,1,0.0517,92.031,0.539
